"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-17,2023,6,17,168,23.5,23,14.5,23,NA,0,NA,0,10,23,7.8,23,10.8,16,27,"*",21,"*",NA,NA,NA,0,1,0,0,0,0,1.6,2.9,57
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-18,2023,6,18,169,20.1,22,10,22,NA,0,NA,0,10,22,4.9,22,9.3,14.9,26,"*",14,"*",0,"I",NA,0,0,0,0,0,0,1.2,2.3,52.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-19,2023,6,19,170,15.8,24,10.6,24,NA,0,NA,0,10,24,2.8,24,7.2,NA,20,"*",11,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.8,71.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-20,2023,6,20,171,18.7,24,10.1,24,NA,0,NA,0,10,24,2.3,24,4.1,NA,23,"*",13,"*",0,"I",NA,0,0,0,0,0,0,1.2,2.2,57.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-21,2023,6,21,172,19.3,24,13.7,24,NA,0,NA,0,10,24,3.5,24,7.7,NA,24,"*",16,"*",0,"I",NA,0,0,0,0,0,0,1.6,2.2,70
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-22,2023,6,22,173,18.7,23,15,23,NA,0,NA,0,9.7,23,4.8,23,6.7,NA,24,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.7,2.2,79.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-23,2023,6,23,174,16.6,24,15.4,24,NA,0,NA,0,3.4,24,4.2,24,7.2,NA,18,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.7,1.9,92.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-24,2023,6,24,175,16.8,24,16,24,NA,0,NA,0,3.1,24,2.5,24,5.1,NA,19,"*",16,"*",NA,NA,NA,1,1,0,0,0,0,1.8,1.9,95
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-25,2023,6,25,176,18.4,24,16.3,24,NA,0,NA,0,7.7,24,2,24,4.1,NA,21,"*",16,"*",0,"I",NA,1,0,0,0,0,0,1.8,2.1,87.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-26,2023,6,26,177,18.9,24,16.8,24,NA,0,NA,0,5.3,24,3,24,6.7,NA,22,"*",17,"*",0,"I",NA,1,0,0,0,0,0,1.9,2.2,87.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-27,2023,6,27,178,21.8,24,18.6,24,NA,0,NA,0,8.2,24,3,24,5.1,NA,26,"*",19,"*",NA,NA,NA,0,1,0,0,0,0,2.1,2.6,82.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-28,2023,6,28,179,25.1,24,18.6,24,NA,0,NA,0,9.8,24,4.7,24,10.8,16.5,30,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.1,3.2,67.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-29,2023,6,29,180,22.1,19,19.5,19,NA,0,NA,0,9,19,1.7,19,4.1,NA,24,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.3,2.7,85.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-30,2023,6,30,181,23.2,24,18.6,24,NA,0,NA,0,9.8,24,5.6,24,10.3,14.9,25,"*",21,"*",NA,NA,NA,0,1,0,0,0,0,2.1,2.8,75.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-01,2023,7,1,182,21.6,24,16.6,24,NA,0,NA,0,10,24,4.7,24,8.8,NA,27,"*",18,"*",0,"I",NA,0,0,0,0,0,0,1.9,2.6,73.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-02,2023,7,2,183,19.3,24,16.3,24,NA,0,NA,0,7.7,24,2.6,24,5.1,NA,23,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.8,2.2,82.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-03,2023,7,3,184,18.9,24,17.2,24,NA,0,NA,0,9.5,24,2,24,4.6,NA,21,"*",17,"*",NA,NA,NA,0,1,0,0,0,0,2,2.2,89.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-04,2023,7,4,185,18.7,24,15.6,24,NA,0,NA,0,9,24,2.9,24,5.7,NA,22,"*",17,"*",0,"I",NA,0,0,0,0,0,0,1.8,2.2,82.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-05,2023,7,5,186,19.7,24,16.8,24,NA,0,NA,0,8.5,24,4.3,24,9.8,NA,25,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.9,2.3,83.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-06,2023,7,6,187,24.9,23,17.1,23,NA,0,NA,0,10,23,4.9,23,9.8,17,30,"*",19,"*",0,"I",NA,0,0,0,0,0,0,1.9,3.1,61.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-07,2023,7,7,188,21.6,24,17.9,24,NA,0,NA,0,10,24,2.6,24,6.7,NA,26,"*",19,"*",0,"I",NA,0,0,0,0,0,0,2,2.6,79.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-08,2023,7,8,189,22.4,24,18.2,24,NA,0,NA,0,8.4,24,1.9,24,3.6,NA,27,"*",19,"*",0,"I",NA,0,0,0,0,0,0,2.1,2.7,77.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-09,2023,7,9,190,21.6,24,19.2,24,NA,0,NA,0,7.1,24,2.3,24,5.7,NA,25,"*",19,"*",NA,NA,NA,0,1,0,0,0,0,2.2,2.6,86.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-10,2023,7,10,191,23.9,24,19.6,24,NA,0,NA,0,10,24,2.1,24,5.1,NA,28,"*",21,"*",0,"I",NA,0,0,0,0,0,0,2.3,3,76.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-11,2023,7,11,192,23.8,24,20.6,24,NA,0,NA,0,9.2,24,3.2,24,7.2,NA,25,"*",21,"*",NA,NA,NA,0,1,0,0,1,0,2.4,2.9,82.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-12,2023,7,12,193,22.1,23,19.2,23,NA,0,NA,0,8.2,23,2.6,23,5.7,NA,24,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.2,2.7,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-13,2023,7,13,194,23.3,24,16.6,24,NA,0,NA,0,10,24,4.5,24,9.8,13.4,28,"*",19,"*",0,"I",NA,0,0,0,0,0,0,1.9,2.9,66
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-14,2023,7,14,195,22.2,24,17.7,24,NA,0,NA,0,8.2,24,3.5,24,6.7,NA,27,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2,2.7,75.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-15,2023,7,15,196,22.8,24,21.5,24,NA,0,NA,0,6.9,24,2.2,24,5.1,NA,25,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.6,2.8,92.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-16,2023,7,16,197,23.1,24,21.4,24,NA,0,NA,0,8,24,1.4,24,2.6,NA,25,"*",21,"*",NA,NA,NA,1,1,0,0,0,0,2.5,2.8,90.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-17,2023,7,17,198,23.9,24,21.4,24,NA,0,NA,0,9.8,24,1.6,24,4.1,NA,27,"*",22,"*",NA,NA,NA,0,1,0,0,0,0,2.5,3,85.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-18,2023,7,18,199,23.6,24,20.4,24,NA,0,NA,0,8.7,24,1.9,24,3.6,NA,28,"*",21,"*",NA,NA,NA,0,1,0,0,0,0,2.4,2.9,82.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-19,2023,7,19,200,20.7,24,19.1,24,NA,0,NA,0,5,24,3.4,24,4.6,NA,24,"*",19,"*",NA,NA,NA,0,1,0,0,0,0,2.2,2.4,90.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-20,2023,7,20,201,20.1,23,17.1,23,NA,0,NA,0,9.8,23,3.7,23,6.2,NA,22,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.9,2.3,82.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-21,2023,7,21,202,20.6,24,17.9,24,NA,0,NA,0,7.2,24,3,24,6.2,NA,23,"*",18,"*",0,"I",NA,1,0,0,0,0,0,2,2.4,84.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-22,2023,7,22,203,22.1,24,19.7,24,NA,0,NA,0,6.1,24,3,24,6.7,NA,25,"*",20,"*",0,"I",NA,1,0,0,0,0,0,2.3,2.7,86.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-23,2023,7,23,204,24.1,24,20.3,24,NA,0,NA,0,10,24,2.3,24,5.1,NA,28,"*",20,"*",0,"I",NA,0,0,0,0,0,0,2.4,3,79.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-24,2023,7,24,205,27.3,24,20.3,24,NA,0,NA,0,10,24,2.5,24,5.1,NA,32,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.6,65.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-25,2023,7,25,206,28.9,24,21.4,24,NA,0,NA,0,10,24,2.8,24,4.1,NA,33,"*",25,"*",0,"I",NA,0,0,0,0,0,0,2.5,4,64
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-26,2023,7,26,207,26.6,24,22.3,24,NA,0,NA,0,10,24,2.1,24,4.6,NA,32,"*",23,"*",NA,NA,NA,0,1,0,0,0,0,2.7,3.5,77.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-27,2023,7,27,208,26.8,23,21.7,23,NA,0,NA,0,10,23,2.1,23,4.6,NA,30,"*",23,"*",NA,NA,NA,0,1,0,0,0,0,2.6,3.5,73.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-28,2023,7,28,209,27.1,24,21.1,24,NA,0,NA,0,10,24,2.4,24,4.6,NA,30,"*",24,"*",NA,NA,NA,0,1,0,0,0,0,2.5,3.6,69.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-29,2023,7,29,210,28.6,24,20.3,24,NA,0,NA,0,10,24,3.2,24,4.6,NA,33,"*",25,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.9,60.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-30,2023,7,30,211,29.8,24,19.9,24,NA,0,NA,0,10,24,4.5,24,7.7,NA,34,"*",28,"*",0,"I",NA,0,0,0,0,0,0,2.3,4.2,55.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-07-31,2023,7,31,212,24.7,24,20.2,24,NA,0,NA,0,9.8,24,3,24,8.8,13.9,30,"*",22,"*",NA,NA,NA,0,1,0,0,0,0,2.4,3.1,76.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-01,2023,8,1,213,25.9,24,20.6,24,NA,0,NA,0,10,24,2.5,24,5.1,NA,30,"*",21,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.3,72.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-02,2023,8,2,214,28.3,24,20.6,24,NA,0,NA,0,10,24,2.9,24,4.6,NA,33,"*",25,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.8,63.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-03,2023,8,3,215,29.6,24,20.8,24,NA,0,NA,0,10,24,4.1,24,8.2,13.4,34,"*",26,"*",0,"I",NA,0,0,0,0,0,0,2.5,4.1,59.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-04,2023,8,4,216,30,24,21.8,24,NA,0,NA,0,10,24,3.5,24,8.2,12.9,35,"*",26,"*",0,"I",NA,0,0,0,0,0,0,2.6,4.2,61.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-05,2023,8,5,217,28.8,24,22.6,24,NA,0,NA,0,10,24,2.6,24,5.7,NA,34,"*",25,"*",NA,NA,NA,0,1,0,0,0,0,2.7,4,69.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-06,2023,8,6,218,26.9,24,23.3,24,NA,0,NA,0,6.4,24,2.8,24,4.6,NA,32,"*",23,"*",NA,NA,NA,1,1,0,0,1,0,2.9,3.5,80.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-07,2023,8,7,219,22.7,22,21.1,22,NA,0,NA,0,3.9,22,4.1,22,6.2,NA,27,"*",20,"*",NA,NA,NA,1,1,0,0,0,0,2.5,2.8,90.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-08,2023,8,8,220,26.4,24,22.9,24,NA,0,NA,0,9.3,24,3.9,24,9.3,12.4,30,"*",23,"*",0,"I",NA,0,0,0,0,0,0,2.8,3.4,81.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-09,2023,8,9,221,30.8,24,22.9,24,NA,0,NA,0,10,24,4.3,24,6.7,NA,34,"*",28,"*",0,"I",NA,0,0,0,0,0,0,2.8,4.4,62.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-10,2023,8,10,222,30.3,23,19.7,23,NA,0,NA,0,10,23,4.3,23,7.7,13.9,36,"*",25,"*",0,"I",NA,0,0,0,0,0,0,2.3,4.3,53.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-11,2023,8,11,223,26.3,24,22,24,NA,0,NA,0,6.6,24,4.6,24,7.2,NA,31,"*",23,"*",NA,NA,NA,1,1,0,0,0,0,2.6,3.4,77.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-12,2023,8,12,224,21,24,19.8,24,NA,0,NA,0,5,24,9.1,24,12.4,18.5,23,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.3,2.5,92.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-13,2023,8,13,225,21,24,19.9,24,NA,0,NA,0,3.2,24,4.7,24,9.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,2.3,2.5,93.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-14,2023,8,14,226,21.1,24,19.9,24,NA,0,NA,0,4,24,7.8,24,10.8,16,22,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.3,2.5,92.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-15,2023,8,15,227,23.7,24,22.6,24,NA,0,NA,0,3.1,24,7.3,24,10.3,14.4,26,"*",22,"*",NA,NA,NA,1,1,0,0,0,0,2.7,2.9,93.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-16,2023,8,16,228,27.1,24,22.8,24,NA,0,NA,0,9.8,24,5.4,24,9.8,14.9,31,"*",25,"*",NA,NA,NA,0,1,0,0,0,0,2.8,3.6,77.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-17,2023,8,17,229,26.7,20,21.9,20,NA,0,NA,0,10,20,2.8,20,6.7,NA,32,"*",23,"*",NA,NA,NA,0,1,0,0,0,0,2.6,3.5,75
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-18,2023,8,18,230,24.6,24,22.1,24,NA,0,NA,0,9.2,24,1.7,24,4.6,NA,28,"*",23,"*",NA,NA,NA,0,1,0,0,1,0,2.7,3.1,86
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-19,2023,8,19,231,25.2,24,23.4,24,NA,0,NA,0,4.5,24,1.6,24,4.6,NA,29,"*",24,"*",NA,NA,NA,1,1,0,0,1,0,2.9,3.2,89.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-20,2023,8,20,232,26.6,24,23.6,24,NA,0,NA,0,10,24,1.9,24,4.6,NA,30,"*",24,"*",NA,NA,NA,0,1,0,0,1,0,2.9,3.5,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-21,2023,8,21,233,26.1,24,23.6,24,NA,0,NA,0,7.1,24,2.3,24,4.6,NA,29,"*",25,"*",0,"I",NA,0,0,0,0,0,0,2.9,3.4,86.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-22,2023,8,22,234,27.8,24,23.5,24,NA,0,NA,0,10,24,2.3,24,5.1,NA,31,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.9,3.7,77.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-23,2023,8,23,235,29.4,24,23.6,24,NA,0,NA,0,10,24,3.3,24,5.7,NA,33,"*",26,"*",0,"I",NA,0,0,0,0,0,0,2.9,4.1,71
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-24,2023,8,24,236,28.9,22,24.4,22,NA,0,NA,0,9.7,22,2.2,22,4.1,NA,33,"*",25,"*",0,"I",NA,0,0,0,0,0,0,3.1,4,76.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-25,2023,8,25,237,28.4,23,23.8,23,NA,0,NA,0,10,23,3.1,23,5.7,NA,31,"*",26,"*",0,"I",NA,0,0,0,0,0,0,2.9,3.9,76.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-26,2023,8,26,238,27.9,24,23.3,24,NA,0,NA,0,10,24,2.5,24,5.7,NA,33,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.9,3.8,76.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-27,2023,8,27,239,27.4,24,22.7,24,NA,0,NA,0,9.8,24,3.2,24,7.7,NA,31,"*",24,"*",NA,NA,NA,0,1,0,0,0,0,2.8,3.6,75.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-28,2023,8,28,240,26.4,24,21.8,24,NA,0,NA,0,10,24,3.2,24,7.7,NA,30,"*",24,"*",0,"I",NA,0,0,0,0,0,0,2.6,3.4,75.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-29,2023,8,29,241,26,24,23,24,NA,0,NA,0,8.5,24,6.3,24,8.2,NA,28,"*",25,"*",NA,NA,NA,0,1,0,0,0,0,2.8,3.4,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-30,2023,8,30,242,26.6,24,23.6,24,NA,0,NA,0,9.3,24,4,24,8.2,12.4,29,"*",25,"*",NA,NA,NA,0,1,0,0,1,0,2.9,3.5,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-08-31,2023,8,31,243,29.4,23,22.6,23,NA,0,NA,0,10,23,3.8,23,5.7,NA,35,"*",26,"*",0,"I",NA,0,0,0,0,0,0,2.7,4.1,66.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-01,2023,9,1,244,26.9,24,21.1,24,NA,0,NA,0,9.5,24,3.2,24,5.7,NA,33,"*",23,"*",NA,NA,NA,0,1,0,0,0,0,2.5,3.5,70.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-02,2023,9,2,245,23.7,24,20.4,24,NA,0,NA,0,9.8,24,1.6,24,3.6,NA,27,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.4,2.9,81.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-03,2023,9,3,246,24.6,24,20.9,24,NA,0,NA,0,10,24,2.6,24,5.1,NA,27,"*",22,"*",0,"I",NA,0,0,0,0,0,0,2.5,3.1,79.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-04,2023,9,4,247,25.7,24,23.3,24,NA,0,NA,0,8.9,24,4.7,24,7.7,NA,29,"*",23,"*",NA,NA,NA,0,1,0,0,0,0,2.9,3.3,86.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-05,2023,9,5,248,23.1,24,21.7,24,NA,0,NA,0,7.6,24,2.9,24,6.2,NA,24,"*",22,"*",NA,NA,NA,0,1,0,0,0,0,2.6,2.8,91.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-06,2023,9,6,249,22.8,24,19.6,24,NA,0,NA,0,10,24,2.3,24,5.7,NA,25,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.3,2.8,82.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-07,2023,9,7,250,21.2,22,15.9,22,NA,0,NA,0,10,22,3.4,22,7.2,10.8,25,"*",16,"*",0,"I",NA,0,0,0,0,0,0,1.8,2.5,71.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-08,2023,9,8,251,22.8,24,18.6,24,NA,0,NA,0,8.9,24,5.3,24,9.3,14.4,25,"*",20,"*",NA,NA,NA,0,1,0,0,0,0,2.1,2.8,77.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-09-09,2023,9,9,252,23.4,24,21.6,24,NA,0,NA,0,9,24,2.5,24,4.6,NA,25,"*",22,"*",NA,NA,NA,0,1,0,0,0,0,2.6,2.9,89.6
